No,Device No1,Device No2,Category,Row_1,Row_2,Row_3,Row_4,Direct_Input,Confirm,Note
223,M223,,GOTランプ,GOT_LAMP,運転中,,GLPL,,GOT_LAMP運転中          GLPL    ,
224,M224,,GOTランプ,GOT_LAMP,運転中,,GLPL,,GOT_LAMP運転中          GLPL    ,
225,M225,,GOTランプ,GOT_LAMP,運転中,ﾛﾎﾞｯﾄ1,GLPL,,GOT_LAMP運転中  ﾛﾎﾞｯﾄ1  GLPL    ,
226,M226,,GOTランプ,GOT_LAMP,運転中,ﾛﾎﾞｯﾄ2,GLPL,,GOT_LAMP運転中  ﾛﾎﾞｯﾄ2  GLPL    ,
227,M227,,GOTランプ,GOT_LAMP,運転中,ﾛﾎﾞｯﾄ3,GLPL,,GOT_LAMP運転中  ﾛﾎﾞｯﾄ3  GLPL    ,
228,M228,,GOTランプ,GOT_LAMP,運転中,ﾛﾎﾞｯﾄ4,GLPL,,GOT_LAMP運転中  ﾛﾎﾞｯﾄ4  GLPL    ,
229,M229,,GOTランプ,GOT_LAMP,運転中,ﾛﾎﾞｯﾄ5,GLPL,,GOT_LAMP運転中  ﾛﾎﾞｯﾄ5  GLPL    ,
230,M230,,GOTランプ,GOT_LAMP,起動条件,ライン,GLPL,,GOT_LAMP起動条件ライン  GLPL    ,
231,M231,,GOTランプ,GOT_LAMP,起動条件,造型機,GLPL,,GOT_LAMP起動条件造型機  GLPL    ,
232,M232,,GOTランプ,GOT_LAMP,起動条件,型交換,GLPL,,GOT_LAMP起動条件型交換  GLPL    ,
233,M233,,GOTランプ,GOT_LAMP,起動条件,二次冷却,GLPL,,GOT_LAMP起動条件二次冷却GLPL    ,
234,M234,,GOTランプ,GOT_LAMP,起動条件,砂処理,GLPL,,GOT_LAMP起動条件砂処理  GLPL    ,
235,M235,,GOTランプ,GOT_LAMP,起動条件,,GLPL,,GOT_LAMP起動条件        GLPL    ,
236,M236,,GOTランプ,GOT_LAMP,起動条件,,GLPL,,GOT_LAMP起動条件        GLPL    ,
237,M237,,GOTランプ,GOT_LAMP,起動条件,,GLPL,,GOT_LAMP起動条件        GLPL    ,
238,M238,,GOTランプ,GOT_LAMP,起動条件,,GLPL,,GOT_LAMP起動条件        GLPL    ,
239,M239,,GOTランプ,GOT_LAMP,起動条件,,GLPL,,GOT_LAMP起動条件        GLPL    ,
240,M240,,GOTランプ,GOT_LAMP,起動条件,,GLPL,,GOT_LAMP起動条件        GLPL    ,
241,M241,,GOTランプ,GOT_LAMP,起動条件,,GLPL,,GOT_LAMP起動条件        GLPL    ,
242,M242,,GOTランプ,GOT_LAMP,起動条件,,GLPL,,GOT_LAMP起動条件        GLPL    ,
243,M243,,GOTランプ,GOT_LAMP,起動条件,,GLPL,,GOT_LAMP起動条件        GLPL    ,
244,M244,,GOTランプ,GOT_LAMP,起動条件,410送り,GLPL,,GOT_LAMP起動条件410送り GLPL    ,
245,M245,,GOTランプ,GOT_LAMP,起動条件,630冷却A,GLPL,,GOT_LAMP起動条件630冷却AGLPL    ,
246,M246,,GOTランプ,GOT_LAMP,起動条件,630冷却B,GLPL,,GOT_LAMP起動条件630冷却BGLPL    ,
247,M247,,GOTランプ,GOT_LAMP,起動条件,630注湯A,GLPL,,GOT_LAMP起動条件630注湯AGLPL    ,
248,M248,,GOTランプ,GOT_LAMP,起動条件,630注湯B,GLPL,,GOT_LAMP起動条件630注湯BGLPL    ,
249,M249,,GOTランプ,GOT_LAMP,起動条件,ﾛﾎﾞｯﾄ,GLPL,,GOT_LAMP起動条件ﾛﾎﾞｯﾄ   GLPL    ,
250,M250,,GOTランプ,GOT_LAMP,解除中,非常停止,GLPL,,GOT_LAMP解除中  非常停止GLPL    ,
251,M251,,GOTランプ,GOT_LAMP,解除中,,GLPL,,GOT_LAMP解除中          GLPL    ,
252,M252,,GOTランプ,GOT_LAMP,解除中,,GLPL,,GOT_LAMP解除中          GLPL    ,
253,M253,,GOTランプ,GOT_LAMP,解除中,,GLPL,,GOT_LAMP解除中          GLPL    ,
254,M254,,GOTランプ,GOT_LAMP,解除中,,GLPL,,GOT_LAMP解除中          GLPL    ,
255,M255,,GOTランプ,GOT_LAMP,解除中,,GLPL,,GOT_LAMP解除中          GLPL    ,
256,M256,,GOTランプ,GOT_LAMP,解除中,,GLPL,,GOT_LAMP解除中          GLPL    ,
257,M257,,GOTランプ,GOT_LAMP,解除中,,GLPL,,GOT_LAMP解除中          GLPL    ,
258,M258,,GOTランプ,GOT_LAMP,解除中,,GLPL,,GOT_LAMP解除中          GLPL    ,
259,M259,,GOTランプ,GOT_LAMP,解除中,,GLPL,,GOT_LAMP解除中          GLPL    ,
260,M260,,GOTランプ,GOT_LAMP,手動可,BOX-31,GLPL,,GOT_LAMP手動可  BOX-31  GLPL    ,
261,M261,,GOTランプ,GOT_LAMP,手動可,BOX-32,GLPL,,GOT_LAMP手動可  BOX-32  GLPL    ,
262,M262,,GOTランプ,GOT_LAMP,手動可,BOX-33,GLPL,,GOT_LAMP手動可  BOX-33  GLPL    ,
263,M263,,GOTランプ,GOT_LAMP,手動可,BOX-34,GLPL,,GOT_LAMP手動可  BOX-34  GLPL    ,
264,M264,,GOTランプ,GOT_LAMP,手動可,BOX-35,GLPL,,GOT_LAMP手動可  BOX-35  GLPL    ,
265,M265,,GOTランプ,GOT_LAMP,手動可,BOX-41,GLPL,,GOT_LAMP手動可  BOX-41  GLPL    ,
266,M266,,GOTランプ,GOT_LAMP,手動可,BOX-42,GLPL,,GOT_LAMP手動可  BOX-42  GLPL    ,
267,M267,,GOTランプ,GOT_LAMP,手動可,BOX-43,GLPL,,GOT_LAMP手動可  BOX-43  GLPL    ,
268,M268,,GOTランプ,GOT_LAMP,手動可,BOX-44,GLPL,,GOT_LAMP手動可  BOX-44  GLPL    ,
269,M269,,GOTランプ,GOT_LAMP,手動可,BOX-45,GLPL,,GOT_LAMP手動可  BOX-45  GLPL    ,
270,M270,,GOTランプ,GOT_LAMP,手動実行,BOX-31,GLPL,,GOT_LAMP手動実行BOX-31  GLPL    ,
271,M271,,GOTランプ,GOT_LAMP,手動実行,BOX-32,GLPL,,GOT_LAMP手動実行BOX-32  GLPL    ,
272,M272,,GOTランプ,GOT_LAMP,手動実行,BOX-33,GLPL,,GOT_LAMP手動実行BOX-33  GLPL    ,
273,M273,,GOTランプ,GOT_LAMP,手動実行,BOX-34,GLPL,,GOT_LAMP手動実行BOX-34  GLPL    ,
274,M274,,GOTランプ,GOT_LAMP,手動実行,BOX-35,GLPL,,GOT_LAMP手動実行BOX-35  GLPL    ,
275,M275,,GOTランプ,GOT_LAMP,手動実行,BOX-41,GLPL,,GOT_LAMP手動実行BOX-41  GLPL    ,
276,M276,,GOTランプ,GOT_LAMP,手動実行,BOX-42,GLPL,,GOT_LAMP手動実行BOX-42  GLPL    ,
277,M277,,GOTランプ,GOT_LAMP,手動実行,BOX-43,GLPL,,GOT_LAMP手動実行BOX-43  GLPL    ,
278,M278,,GOTランプ,GOT_LAMP,手動実行,BOX-44,GLPL,,GOT_LAMP手動実行BOX-44  GLPL    ,
279,M279,,GOTランプ,GOT_LAMP,手動実行,BOX-45,GLPL,,GOT_LAMP手動実行BOX-45  GLPL    ,
280,M280,,GOTランプ,GOT_LAMP,設定変更,BOX-31,GLPL,,GOT_LAMP設定変更BOX-31  GLPL    ,
281,M281,,GOTランプ,GOT_LAMP,設定変更,BOX-32,GLPL,,GOT_LAMP設定変更BOX-32  GLPL    ,
282,M282,,GOTランプ,GOT_LAMP,設定変更,BOX-33,GLPL,,GOT_LAMP設定変更BOX-33  GLPL    ,
283,M283,,GOTランプ,GOT_LAMP,設定変更,BOX-34,GLPL,,GOT_LAMP設定変更BOX-34  GLPL    ,
284,M284,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
285,M285,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
286,M286,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
287,M287,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
288,M288,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
289,M289,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
290,M290,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
291,M291,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
292,M292,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
293,M293,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
294,M294,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
295,M295,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
296,M296,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
297,M297,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
298,M298,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
299,M299,,GOTランプ,GOT_LAMP,設定変更,,GLPL,,GOT_LAMP設定変更        GLPL    ,
300,M300,,GOTランプ,GOT_LAMP,油温異常,油圧U1,GLPL,,GOT_LAMP油温異常油圧U1  GLPL    ,
301,M301,,GOTランプ,GOT_LAMP,油温異常,油圧U2,GLPL,,GOT_LAMP油温異常油圧U2  GLPL    ,
302,M302,,GOTランプ,GOT_LAMP,油温異常,油圧U3,GLPL,,GOT_LAMP油温異常油圧U3  GLPL    ,
303,M303,,GOTランプ,GOT_LAMP,油温異常,,GLPL,,GOT_LAMP油温異常        GLPL    ,
304,M304,,GOTランプ,GOT_LAMP,油温異常,,GLPL,,GOT_LAMP油温異常        GLPL    ,
305,M305,,GOTランプ,GOT_LAMP,油温異常,,GLPL,,GOT_LAMP油温異常        GLPL    ,
306,M306,,GOTランプ,GOT_LAMP,油温異常,,GLPL,,GOT_LAMP油温異常        GLPL    ,
307,M307,,GOTランプ,GOT_LAMP,油温異常,,GLPL,,GOT_LAMP油温異常        GLPL    ,
308,M308,,GOTランプ,GOT_LAMP,油温異常,,GLPL,,GOT_LAMP油温異常        GLPL    ,
309,M309,,GOTランプ,GOT_LAMP,油温異常,,GLPL,,GOT_LAMP油温異常        GLPL    ,
310,M310,,GOTランプ,GOT_LAMP,油温警報,油圧U1,GLPL,,GOT_LAMP油温警報油圧U1  GLPL    ,
311,M311,,GOTランプ,GOT_LAMP,油温警報,油圧U2,GLPL,,GOT_LAMP油温警報油圧U2  GLPL    ,
312,M312,,GOTランプ,GOT_LAMP,油温警報,油圧U3,GLPL,,GOT_LAMP油温警報油圧U3  GLPL    ,
313,M313,,GOTランプ,GOT_LAMP,油温警報,,GLPL,,GOT_LAMP油温警報        GLPL    ,
314,M314,,GOTランプ,GOT_LAMP,油温警報,,GLPL,,GOT_LAMP油温警報        GLPL    ,
315,M315,,GOTランプ,GOT_LAMP,油温警報,,GLPL,,GOT_LAMP油温警報        GLPL    ,
316,M316,,GOTランプ,GOT_LAMP,油温警報,,GLPL,,GOT_LAMP油温警報        GLPL    ,
317,M317,,GOTランプ,GOT_LAMP,油温警報,,GLPL,,GOT_LAMP油温警報        GLPL    ,
318,M318,,GOTランプ,GOT_LAMP,油温警報,,GLPL,,GOT_LAMP油温警報        GLPL    ,
319,M319,,GOTランプ,GOT_LAMP,油温警報,,GLPL,,GOT_LAMP油温警報        GLPL    ,
320,M320,,GOTランプ,GOT_LAMP,冷却開始,油圧U1,GLPL,,GOT_LAMP冷却開始油圧U1  GLPL    ,
321,M321,,GOTランプ,GOT_LAMP,冷却開始,油圧U2,GLPL,,GOT_LAMP冷却開始油圧U2  GLPL    ,
322,M322,,GOTランプ,GOT_LAMP,冷却開始,油圧U3,GLPL,,GOT_LAMP冷却開始油圧U3  GLPL    ,
323,M323,,GOTランプ,GOT_LAMP,冷却開始,,GLPL,,GOT_LAMP冷却開始        GLPL    ,
324,M324,,GOTランプ,GOT_LAMP,冷却開始,,GLPL,,GOT_LAMP冷却開始        GLPL    ,
325,M325,,GOTランプ,GOT_LAMP,冷却開始,,GLPL,,GOT_LAMP冷却開始        GLPL    ,
326,M326,,GOTランプ,GOT_LAMP,冷却開始,,GLPL,,GOT_LAMP冷却開始        GLPL    ,
327,M327,,GOTランプ,GOT_LAMP,冷却開始,,GLPL,,GOT_LAMP冷却開始        GLPL    ,
328,M328,,GOTランプ,GOT_LAMP,冷却開始,,GLPL,,GOT_LAMP冷却開始        GLPL    ,
329,M329,,GOTランプ,GOT_LAMP,冷却開始,,GLPL,,GOT_LAMP冷却開始        GLPL    ,
330,M330,,GOTランプ,GOT_LAMP,冷却警報,油圧U1,GLPL,,GOT_LAMP冷却警報油圧U1  GLPL    ,
331,M331,,GOTランプ,GOT_LAMP,冷却警報,油圧U2,GLPL,,GOT_LAMP冷却警報油圧U2  GLPL    ,
332,M332,,GOTランプ,GOT_LAMP,冷却警報,油圧U3,GLPL,,GOT_LAMP冷却警報油圧U3  GLPL    ,
333,M333,,GOTランプ,GOT_LAMP,冷却警報,,GLPL,,GOT_LAMP冷却警報        GLPL    ,
334,M334,,GOTランプ,GOT_LAMP,冷却警報,,GLPL,,GOT_LAMP冷却警報        GLPL    ,
335,M335,,GOTランプ,GOT_LAMP,冷却警報,,GLPL,,GOT_LAMP冷却警報        GLPL    ,
336,M336,,GOTランプ,GOT_LAMP,冷却警報,,GLPL,,GOT_LAMP冷却警報        GLPL    ,
337,M337,,GOTランプ,GOT_LAMP,冷却警報,,GLPL,,GOT_LAMP冷却警報        GLPL    ,
338,M338,,GOTランプ,GOT_LAMP,冷却警報,,GLPL,,GOT_LAMP冷却警報        GLPL    ,
339,M339,,GOTランプ,GOT_LAMP,冷却警報,,GLPL,,GOT_LAMP冷却警報        GLPL    ,
340,M340,,GOTランプ,GOT_LAMP,冷却停止,油圧U1,GLPL,,GOT_LAMP冷却停止油圧U1  GLPL    ,
341,M341,,GOTランプ,GOT_LAMP,冷却停止,油圧U2,GLPL,,GOT_LAMP冷却停止油圧U2  GLPL    ,
342,M342,,GOTランプ,GOT_LAMP,冷却停止,油圧U3,GLPL,,GOT_LAMP冷却停止油圧U3  GLPL    ,
343,M343,,GOTランプ,GOT_LAMP,冷却停止,,GLPL,,GOT_LAMP冷却停止        GLPL    ,
344,M344,,GOTランプ,GOT_LAMP,冷却停止,,GLPL,,GOT_LAMP冷却停止        GLPL    ,
345,M345,,GOTランプ,GOT_LAMP,冷却停止,,GLPL,,GOT_LAMP冷却停止        GLPL    ,
346,M346,,GOTランプ,GOT_LAMP,冷却停止,,GLPL,,GOT_LAMP冷却停止        GLPL    ,
347,M347,,GOTランプ,GOT_LAMP,冷却停止,,GLPL,,GOT_LAMP冷却停止        GLPL    ,
348,M348,,GOTランプ,GOT_LAMP,冷却停止,,GLPL,,GOT_LAMP冷却停止        GLPL    ,
349,M349,,GOTランプ,GOT_LAMP,冷却停止,,GLPL,,GOT_LAMP冷却停止        GLPL    ,
350,M350,,GOTランプ,GOT_LAMP,昇温停止,油圧U1,GLPL,,GOT_LAMP昇温停止油圧U1  GLPL    ,
351,M351,,GOTランプ,GOT_LAMP,昇温停止,油圧U2,GLPL,,GOT_LAMP昇温停止油圧U2  GLPL    ,
352,M352,,GOTランプ,GOT_LAMP,昇温停止,油圧U3,GLPL,,GOT_LAMP昇温停止油圧U3  GLPL    ,
353,M353,,GOTランプ,GOT_LAMP,昇温停止,,GLPL,,GOT_LAMP昇温停止        GLPL    ,
354,M354,,GOTランプ,GOT_LAMP,昇温停止,,GLPL,,GOT_LAMP昇温停止        GLPL    ,
355,M355,,GOTランプ,GOT_LAMP,昇温停止,,GLPL,,GOT_LAMP昇温停止        GLPL    ,
356,M356,,GOTランプ,GOT_LAMP,昇温停止,,GLPL,,GOT_LAMP昇温停止        GLPL    ,
357,M357,,GOTランプ,GOT_LAMP,昇温停止,,GLPL,,GOT_LAMP昇温停止        GLPL    ,
358,M358,,GOTランプ,GOT_LAMP,昇温停止,,GLPL,,GOT_LAMP昇温停止        GLPL    ,
359,M359,,GOTランプ,GOT_LAMP,昇温停止,,GLPL,,GOT_LAMP昇温停止        GLPL    ,
360,M360,,GOTランプ,GOT_LAMP,作業原点,ﾛﾎﾞｯﾄ1,GLPL,,GOT_LAMP作業原点ﾛﾎﾞｯﾄ1  GLPL    ,ONで作業原点に居る
361,M361,,GOTランプ,GOT_LAMP,作業原点,,GLPL,,GOT_LAMP作業原点        GLPL    ,
362,M362,,GOTランプ,GOT_LAMP,作業原点,,GLPL,,GOT_LAMP作業原点        GLPL    ,
363,M363,,GOTランプ,GOT_LAMP,作業原点,,GLPL,,GOT_LAMP作業原点        GLPL    ,
364,M364,,GOTランプ,GOT_LAMP,作業原点,,GLPL,,GOT_LAMP作業原点        GLPL    ,
365,M365,,GOTランプ,GOT_LAMP,干渉外,ﾛﾎﾞｯﾄ1,GLPL,,GOT_LAMP干渉外  ﾛﾎﾞｯﾄ1  GLPL    ,ONで干渉しない所に居る
366,M366,,GOTランプ,GOT_LAMP,干渉外,,GLPL,,GOT_LAMP干渉外          GLPL    ,
367,M367,,GOTランプ,GOT_LAMP,干渉外,,GLPL,,GOT_LAMP干渉外          GLPL    ,
368,M368,,GOTランプ,GOT_LAMP,干渉外,,GLPL,,GOT_LAMP干渉外          GLPL    ,
369,M369,,GOTランプ,GOT_LAMP,干渉外,,GLPL,,GOT_LAMP干渉外          GLPL    ,
370,M370,,GOTランプ,GOT_LAMP,圧力正常,ﾗｲﾝｴｱ,GLPL,,GOT_LAMP圧力正常ﾗｲﾝｴｱ   GLPL    ,
371,M371,,GOTランプ,GOT_LAMP,圧力正常,造型機ｴｱ,GLPL,,GOT_LAMP圧力正常造型機ｴｱGLPL    ,
372,M372,,GOTランプ,GOT_LAMP,圧力正常,,GLPL,,GOT_LAMP圧力正常        GLPL    ,
373,M373,,GOTランプ,GOT_LAMP,圧力正常,,GLPL,,GOT_LAMP圧力正常        GLPL    ,
374,M374,,GOTランプ,GOT_LAMP,圧力正常,,GLPL,,GOT_LAMP圧力正常        GLPL    ,
375,M375,,GOTランプ,GOT_LAMP,圧力正常,,GLPL,,GOT_LAMP圧力正常        GLPL    ,
376,M376,,GOTランプ,GOT_LAMP,圧力正常,,GLPL,,GOT_LAMP圧力正常        GLPL    ,
377,M377,,GOTランプ,GOT_LAMP,圧力正常,,GLPL,,GOT_LAMP圧力正常        GLPL    ,
378,M378,,GOTランプ,GOT_LAMP,圧力正常,,GLPL,,GOT_LAMP圧力正常        GLPL    ,
379,M379,,GOTランプ,GOT_LAMP,圧力正常,,GLPL,,GOT_LAMP圧力正常        GLPL    ,
380,M380,,GOTランプ,GOT_LAMP,設定以上,ﾗｲﾝｴｱ,GLPL,,GOT_LAMP設定以上ﾗｲﾝｴｱ   GLPL    ,
381,M381,,GOTランプ,GOT_LAMP,設定以上,造型機ｴｱ,GLPL,,GOT_LAMP設定以上造型機ｴｱGLPL    ,
382,M382,,GOTランプ,GOT_LAMP,設定以上,,GLPL,,GOT_LAMP設定以上        GLPL    ,
383,M383,,GOTランプ,GOT_LAMP,設定以上,,GLPL,,GOT_LAMP設定以上        GLPL    ,
384,M384,,GOTランプ,GOT_LAMP,設定以上,,GLPL,,GOT_LAMP設定以上        GLPL    ,
385,M385,,GOTランプ,GOT_LAMP,設定以上,,GLPL,,GOT_LAMP設定以上        GLPL    ,
386,M386,,GOTランプ,GOT_LAMP,設定以上,,GLPL,,GOT_LAMP設定以上        GLPL    ,
387,M387,,GOTランプ,GOT_LAMP,設定以上,,GLPL,,GOT_LAMP設定以上        GLPL    ,
388,M388,,GOTランプ,GOT_LAMP,設定以上,,GLPL,,GOT_LAMP設定以上        GLPL    ,
389,M389,,GOTランプ,GOT_LAMP,設定以上,,GLPL,,GOT_LAMP設定以上        GLPL    ,
390,M390,,GOTランプ,GOT_LAMP,原点記憶,510LI,GLPL,,GOT_LAMP原点記憶510LI   GLPL    ,
391,M391,,GOTランプ,GOT_LAMP,原点記憶,520LI,GLPL,,GOT_LAMP原点記憶520LI   GLPL    ,
392,M392,,GOTランプ,GOT_LAMP,原点記憶,,GLPL,,GOT_LAMP原点記憶        GLPL    ,
393,M393,,GOTランプ,GOT_LAMP,原点記憶,,GLPL,,GOT_LAMP原点記憶        GLPL    ,
394,M394,,GOTランプ,GOT_LAMP,原点記憶,,GLPL,,GOT_LAMP原点記憶        GLPL    ,
395,M395,,GOTランプ,GOT_LAMP,原点記憶,,GLPL,,GOT_LAMP原点記憶        GLPL    ,
396,M396,,GOTランプ,GOT_LAMP,原点記憶,,GLPL,,GOT_LAMP原点記憶        GLPL    ,
397,M397,,GOTランプ,GOT_LAMP,原点記憶,,GLPL,,GOT_LAMP原点記憶        GLPL    ,
398,M398,,GOTランプ,GOT_LAMP,原点記憶,,GLPL,,GOT_LAMP原点記憶        GLPL    ,
399,M399,,GOTランプ,GOT_LAMP,原点記憶,,GLPL,,GOT_LAMP原点記憶        GLPL    ,
400,M400,,制御警報,CON_AL,PLC_BT,L1,GLPL,,CON_AL  PLC_BT  L1      GLPL    ,
401,M401,,制御警報,CON_AL,PLC_BT,L2,GLPL,,CON_AL  PLC_BT  L2      GLPL    ,
402,M402,,制御警報,CON_AL,PLC_BT,L3,GLPL,,CON_AL  PLC_BT  L3      GLPL    ,
403,M403,,制御警報,CON_AL,PLC_BT,,GLPL,,CON_AL  PLC_BT          GLPL    ,
404,M404,,制御警報,CON_AL,PLC_BT,,GLPL,,CON_AL  PLC_BT          GLPL    ,
405,M405,,制御警報,CON_AL,PLC_BT,,GLPL,,CON_AL  PLC_BT          GLPL    ,
406,M406,,制御警報,CON_AL,PLC_BT,,GLPL,,CON_AL  PLC_BT          GLPL    ,
407,M407,,制御警報,CON_AL,PLC_BT,,GLPL,,CON_AL  PLC_BT          GLPL    ,
408,M408,,制御警報,CON_AL,PLC_BT,,GLPL,,CON_AL  PLC_BT          GLPL    ,
409,M409,,制御警報,CON_AL,PLC_BT,,GLPL,,CON_AL  PLC_BT          GLPL    ,
410,M410,,制御警報,CON_AL,SRV_BT,L1_610,GLPL,,CON_AL  SRV_BT  L1_610  GLPL    ,
411,M411,,制御警報,CON_AL,SRV_BT,L1_630,GLPL,,CON_AL  SRV_BT  L1_630  GLPL    ,
412,M412,,制御警報,CON_AL,SRV_BT,L1_633,GLPL,,CON_AL  SRV_BT  L1_633  GLPL    ,
413,M413,,制御警報,CON_AL,SRV_BT,L1_636,GLPL,,CON_AL  SRV_BT  L1_636  GLPL    ,
414,M414,,制御警報,CON_AL,SRV_BT,L2_A430,GLPL,,CON_AL  SRV_BT  L2_A430 GLPL    ,
415,M415,,制御警報,CON_AL,SRV_BT,L2_A431,GLPL,,CON_AL  SRV_BT  L2_A431 GLPL    ,
416,M416,,制御警報,CON_AL,SRV_BT,L2_A435,GLPL,,CON_AL  SRV_BT  L2_A435 GLPL    ,
417,M417,,制御警報,CON_AL,SRV_BT,L2_A436,GLPL,,CON_AL  SRV_BT  L2_A436 GLPL    ,
418,M418,,制御警報,CON_AL,SRV_BT,L2_A441,GLPL,,CON_AL  SRV_BT  L2_A441 GLPL    ,
419,M419,,制御警報,CON_AL,SRV_BT,L2_A442,GLPL,,CON_AL  SRV_BT  L2_A442 GLPL    ,
420,M420,,制御警報,CON_AL,SRV_BT,L2_A446,GLPL,,CON_AL  SRV_BT  L2_A446 GLPL    ,
421,M421,,制御警報,CON_AL,SRV_BT,L2_A447,GLPL,,CON_AL  SRV_BT  L2_A447 GLPL    ,
422,M422,,制御警報,CON_AL,SRV_BT,L2_484,GLPL,,CON_AL  SRV_BT  L2_484  GLPL    ,
423,M423,,制御警報,CON_AL,SRV_BT,L2_638,GLPL,,CON_AL  SRV_BT  L2_638  GLPL    ,
424,M424,,制御警報,CON_AL,SRV_BT,L2_830,GLPL,,CON_AL  SRV_BT  L2_830  GLPL    ,
425,M425,,制御警報,CON_AL,SRV_BT,L3_515,GLPL,,CON_AL  SRV_BT  L3_515  GLPL    ,
426,M426,,制御警報,CON_AL,SRV_BT,L3_600,GLPL,,CON_AL  SRV_BT  L3_600  GLPL    ,
427,M427,,制御警報,CON_AL,SRV_BT,,GLPL,,CON_AL  SRV_BT          GLPL    ,
428,M428,,制御警報,CON_AL,SRV_BT,,GLPL,,CON_AL  SRV_BT          GLPL    ,
429,M429,,制御警報,CON_AL,SRV_BT,,GLPL,,CON_AL  SRV_BT          GLPL    ,
430,M430,,制御警報,CON_AL,GOT_BT,BOX-21,GLPL,,CON_AL  GOT_BT  BOX-21  GLPL    ,
431,M431,,制御警報,CON_AL,GOT_BT,BOX-22,GLPL,,CON_AL  GOT_BT  BOX-22  GLPL    ,
432,M432,,制御警報,CON_AL,GOT_BT,BOX-23,GLPL,,CON_AL  GOT_BT  BOX-23  GLPL    ,
433,M433,,制御警報,CON_AL,GOT_BT,BOX-24,GLPL,,CON_AL  GOT_BT  BOX-24  GLPL    ,
434,M434,,制御警報,CON_AL,GOT_BT,BOX-25,GLPL,,CON_AL  GOT_BT  BOX-25  GLPL    ,
435,M435,,制御警報,CON_AL,GOT_BT,BOX-26,GLPL,,CON_AL  GOT_BT  BOX-26  GLPL    ,
436,M436,,制御警報,CON_AL,GOT_BT,BOX-27,GLPL,,CON_AL  GOT_BT  BOX-27  GLPL    ,
437,M437,,制御警報,CON_AL,GOT_BT,BOX-28,GLPL,,CON_AL  GOT_BT  BOX-28  GLPL    ,
438,M438,,制御警報,CON_AL,GOT_BT,BOX-29,GLPL,,CON_AL  GOT_BT  BOX-29  GLPL    ,
439,M439,,制御警報,CON_AL,GOT_BT,BOX-30,GLPL,,CON_AL  GOT_BT  BOX-30  GLPL    ,
440,M440,,制御警報,CON_AL,GOT_BT,BOX-31,GLPL,,CON_AL  GOT_BT  BOX-31  GLPL    ,
441,M441,,制御警報,CON_AL,GOT_BT,BOX-32,GLPL,,CON_AL  GOT_BT  BOX-32  GLPL    ,
442,M442,,制御警報,CON_AL,GOT_BT,BOX-33,GLPL,,CON_AL  GOT_BT  BOX-33  GLPL    ,
443,M443,,制御警報,CON_AL,GOT_BT,BOX-34,GLPL,,CON_AL  GOT_BT  BOX-34  GLPL    ,
444,M444,,制御警報,CON_AL,GOT_BT,BOX-35,GLPL,,CON_AL  GOT_BT  BOX-35  GLPL    ,
445,M445,,制御警報,CON_AL,GOT_BT,BOX-36,GLPL,,CON_AL  GOT_BT  BOX-36  GLPL    ,
446,M446,,制御警報,CON_AL,GOT_BT,BOX-37,GLPL,,CON_AL  GOT_BT  BOX-37  GLPL    ,
447,M447,,制御警報,CON_AL,GOT_BT,BOX-38,GLPL,,CON_AL  GOT_BT  BOX-38  GLPL    ,
448,M448,,制御警報,CON_AL,GOT_BT,BOX-39,GLPL,,CON_AL  GOT_BT  BOX-39  GLPL    ,
449,M449,,制御警報,CON_AL,GOT_BT,BOX-40,GLPL,,CON_AL  GOT_BT  BOX-40  GLPL    ,
450,M450,,制御警報,CON_AL,PS_GEN,正常,GLPL,,CON_AL  PS_GEN  正常    GLPL    ,
451,M451,,制御警報,CON_AL,PS,BOX-2,GLPL,,CON_AL  PS      BOX-2   GLPL    ,
452,M452,,制御警報,CON_AL,PS,BOX-3,GLPL,,CON_AL  PS      BOX-3   GLPL    ,
453,M453,,制御警報,CON_AL,PS,BOX-4,GLPL,,CON_AL  PS      BOX-4   GLPL    ,
